gamename,year,month,avg,gain,peak,avg_peak_perc
Robocraft,2017,August ,3739.68,476.12,10009,37.36%
Robocraft,2017,July ,3263.57,-234.72,5051,64.61%
Robocraft,2017,June ,3498.29,-207.42,6678,52.39%
Robocraft,2017,May ,3705.7,300.48,9477,39.10%
Robocraft,2017,April ,3405.22,-436.46,6362,53.52%
Robocraft,2017,March ,3841.68,286.31,8861,43.35%
Robocraft,2017,February ,3555.37,-681.14,6591,53.94%
Robocraft,2017,January ,4236.51,-172.27,8470,50.02%
Robocraft,2016,December ,4408.78,560.08,9499,46.41%
Robocraft,2016,November ,3848.7,-194.2,8207,46.90%
Robocraft,2016,October ,4042.9,264.87,7780,51.97%
Robocraft,2016,September ,3778.02,-892.49,7433,50.83%
Robocraft,2016,August ,4670.52,-900.31,7755,60.23%
Robocraft,2016,July ,5570.82,-232.47,8851,62.94%
Robocraft,2016,June ,5803.29,-928.51,11439,50.73%
Robocraft,2016,May ,6731.8,1747.7,16527,40.73%
Robocraft,2016,April ,4984.1,-1774.33,15520,32.11%
Robocraft,2016,March ,6758.44,483.47,16704,40.46%
Robocraft,2016,February ,6274.96,1083.09,14608,42.96%
Robocraft,2016,January ,5191.88,-193.93,10248,50.66%
Robocraft,2015,December ,5385.81,995.9,14280,37.72%
Robocraft,2015,November ,4389.91,-413.81,9974,44.01%
Robocraft,2015,October ,4803.71,207.94,11588,41.45%
Robocraft,2015,September ,4595.77,-672.94,13723,33.49%
Robocraft,2015,August ,5268.72,404.86,9499,55.47%
Robocraft,2015,July ,4863.86,-2326.97,9975,48.76%
Robocraft,2015,June ,7190.83,-1695.22,14343,50.13%
Robocraft,2015,May ,8886.04,1468.15,18422,48.24%
Robocraft,2015,April ,7417.89,-2136.95,16642,44.57%
Robocraft,2015,March ,9554.84,124.77,22814,41.88%
Robocraft,2015,February ,9430.07,868.28,21673,43.51%
Robocraft,2015,January ,8561.8,-700.72,15495,55.26%
Robocraft,2014,December ,9262.52,371.05,18691,49.56%
Robocraft,2014,November ,8891.47,505.89,20311,43.78%
Robocraft,2014,October ,8385.57,438.06,19760,42.44%
Robocraft,2014,September ,7947.51,-6110.51,21101,37.66%
Robocraft,2014,August ,14058.02,6018.2,26598,52.85%
Robocraft,2014,July ,8039.82,NA,20954,38.37%
Don't Starve,2021,February ,2704.15,58.14,4684,57.73%
Don't Starve,2021,January ,2646.02,287.64,4704,56.25%
Don't Starve,2020,December ,2358.38,-121.54,4458,52.90%
Don't Starve,2020,November ,2479.92,44.92,4864,50.99%
Don't Starve,2020,October ,2435,372.05,6043,40.29%
Don't Starve,2020,September ,2062.95,-325.81,3911,52.75%
Don't Starve,2020,August ,2388.76,-337.73,3760,63.53%
Don't Starve,2020,July ,2726.49,238.01,4492,60.70%
Don't Starve,2020,June ,2488.48,177.15,4928,50.50%
Don't Starve,2020,May ,2311.33,-753.47,3974,58.16%
Don't Starve,2020,April ,3064.81,26.06,7937,38.61%
Don't Starve,2020,March ,3038.75,110.65,4986,60.95%
Don't Starve,2020,February ,2928.1,591.56,4920,59.51%
Don't Starve,2020,January ,2336.55,129.98,4236,55.16%
Don't Starve,2019,December ,2206.56,229.06,3865,57.09%
Don't Starve,2019,November ,1977.5,101.09,3812,51.88%
Don't Starve,2019,October ,1876.41,-96.6,3503,53.57%
Don't Starve,2019,September ,1973.01,-444.59,3465,56.94%
Don't Starve,2019,August ,2417.6,-187.32,3842,62.93%
Don't Starve,2019,July ,2604.92,-430.31,4498,57.91%
Don't Starve,2019,June ,3035.22,637.34,6520,46.55%
Don't Starve,2019,May ,2397.89,248.34,4476,53.57%
Don't Starve,2019,April ,2149.54,44.84,3815,56.34%
Don't Starve,2019,March ,2104.7,-488.9,3797,55.43%
Don't Starve,2019,February ,2593.6,-284.37,4948,52.42%
Don't Starve,2019,January ,2877.97,-420.78,5406,53.24%
Don't Starve,2018,December ,3298.75,-378.31,6204,53.17%
Don't Starve,2018,November ,3677.06,1831.8,9500,38.71%
Don't Starve,2018,October ,1845.26,474.58,4653,39.66%
Don't Starve,2018,September ,1370.68,-335.04,2429,56.43%
Don't Starve,2018,August ,1705.72,-509.36,2777,61.42%
Don't Starve,2018,July ,2215.07,-32.55,3677,60.24%
Don't Starve,2018,June ,2247.62,660.97,4673,48.10%
Don't Starve,2018,May ,1586.65,-19.92,2780,57.07%
Don't Starve,2018,April ,1606.57,-72.96,2686,59.81%
Don't Starve,2018,March ,1679.54,-336.57,2898,57.96%
Don't Starve,2018,February ,2016.11,-330.31,3503,57.55%
Don't Starve,2018,January ,2346.42,-57.41,4162,56.38%
Don't Starve,2017,December ,2403.84,-97.83,4394,54.71%
Don't Starve,2017,November ,2501.66,574.85,4903,51.02%
Don't Starve,2017,October ,1926.82,115.28,3826,50.36%
Don't Starve,2017,September ,1811.54,-87.42,3474,52.15%
Don't Starve,2017,August ,1898.96,-493.34,3049,62.28%
Don't Starve,2017,July ,2392.29,-12.94,4235,56.49%
Don't Starve,2017,June ,2405.23,328.99,4236,56.78%
Don't Starve,2017,May ,2076.25,167.47,6062,34.25%
Don't Starve,2017,April ,1908.78,-163.93,3234,59.02%
Don't Starve,2017,March ,2072.71,-238.71,3439,60.27%
Don't Starve,2017,February ,2311.42,-940.52,3894,59.36%
Don't Starve,2017,January ,3251.94,132.5,5914,54.99%
Don't Starve,2016,December ,3119.45,20.94,6001,51.98%
Don't Starve,2016,November ,3098.51,967.88,6195,50.02%
Don't Starve,2016,October ,2130.64,198.51,5199,40.98%
Don't Starve,2016,September ,1932.13,-85.57,3502,55.17%
Don't Starve,2016,August ,2017.69,-557.7,3112,64.84%
Don't Starve,2016,July ,2575.4,365.8,5095,50.55%
Don't Starve,2016,June ,2209.59,-218.69,4041,54.68%
Don't Starve,2016,May ,2428.28,-502.31,4512,53.82%
Don't Starve,2016,April ,2930.6,115.91,5478,53.50%
Don't Starve,2016,March ,2814.69,-972.88,4940,56.98%
Don't Starve,2016,February ,3787.57,-651.72,6603,57.36%
Don't Starve,2016,January ,4439.29,3.6,8721,50.90%
Don't Starve,2015,December ,4435.69,2719.49,8025,55.27%
Don't Starve,2015,November ,1716.2,443.79,4145,41.40%
Don't Starve,2015,October ,1272.41,8.56,2202,57.78%
Don't Starve,2015,September ,1263.85,-185.67,2098,60.24%
Don't Starve,2015,August ,1449.52,-82.08,2381,60.88%
Don't Starve,2015,July ,1531.6,-576.1,2363,64.82%
Don't Starve,2015,June ,2107.7,299.16,4537,46.46%
Don't Starve,2015,May ,1808.54,-7.2,3337,54.20%
Don't Starve,2015,April ,1815.74,-10.56,4751,38.22%
Don't Starve,2015,March ,1826.31,-468.27,3473,52.59%
Don't Starve,2015,February ,2294.57,-1693.76,4254,53.94%
Don't Starve,2015,January ,3988.34,940.04,10431,38.24%
Don't Starve,2014,December ,3048.3,480.62,8489,35.91%
Don't Starve,2014,November ,2567.68,-117.87,6676,38.46%
Don't Starve,2014,October ,2685.54,1565.18,16556,16.22%
Don't Starve,2014,September ,1120.36,-223.69,2166,51.72%
Don't Starve,2014,August ,1344.05,-512.51,2233,60.19%
Don't Starve,2014,July ,1856.56,-742.63,3370,55.09%
Don't Starve,2014,June ,2599.19,713.84,10604,24.51%
Don't Starve,2014,May ,1885.35,-534.68,4523,41.68%
Don't Starve,2014,April ,2420.03,1194,5630,42.98%
Don't Starve,2014,March ,1226.03,-551.69,2647,46.32%
Don't Starve,2014,February ,1777.72,38.55,4202,42.31%
Don't Starve,2014,January ,1739.17,96.59,4313,40.32%
Don't Starve,2013,December ,1642.58,459.07,5164,31.81%
Don't Starve,2013,November ,1183.51,149.57,4254,27.82%
Don't Starve,2013,October ,1033.94,-101.95,3095,33.41%
Don't Starve,2013,September ,1135.89,-316.37,2646,42.93%
Don't Starve,2013,August ,1452.26,-576.51,4497,32.29%
Don't Starve,2013,July ,2028.77,68.23,5472,37.08%
Don't Starve,2013,June ,1960.54,-1472.43,4670,41.98%
Don't Starve,2013,May ,3432.98,1041.83,6830,50.26%
Don't Starve,2013,April ,2391.15,1130.18,5768,41.46%
Don't Starve,2013,March ,1260.97,330.79,2520,50.04%
Don't Starve,2013,February ,930.18,61.64,1778,52.32%
Don't Starve,2013,January ,868.54,NA,1846,47.05%
Firestone Idle RPG,2021,February ,1738.7,-106.43,2184,79.61%
Firestone Idle RPG,2021,January ,1845.14,-40.35,2293,80.47%
Firestone Idle RPG,2020,December ,1885.48,-191.83,2420,77.91%
Firestone Idle RPG,2020,November ,2077.32,54.63,2641,78.66%
Firestone Idle RPG,2020,October ,2022.69,49.45,2615,77.35%
Firestone Idle RPG,2020,September ,1973.24,81.58,2560,77.08%
Firestone Idle RPG,2020,August ,1891.66,200.88,2447,77.31%
Firestone Idle RPG,2020,July ,1690.79,-277.04,2181,77.52%
Firestone Idle RPG,2020,June ,1967.83,-219.69,2594,75.86%
Firestone Idle RPG,2020,May ,2187.52,45.67,2803,78.04%
Firestone Idle RPG,2020,April ,2141.85,231.89,2780,77.05%
Firestone Idle RPG,2020,March ,1909.96,237.85,2582,73.97%
Firestone Idle RPG,2020,February ,1672.12,117.52,2290,73.02%
Firestone Idle RPG,2020,January ,1554.6,-133.7,1978,78.59%
Firestone Idle RPG,2019,December ,1688.3,-86.42,2236,75.51%
Firestone Idle RPG,2019,November ,1774.71,564.53,2366,75.01%
Firestone Idle RPG,2019,October ,1210.18,NA,1813,66.75%
Age of Mythology: Extended Edition,2021,February ,1785.05,-202.28,3534,50.51%
Age of Mythology: Extended Edition,2021,January ,1987.33,172.96,4329,45.91%
Age of Mythology: Extended Edition,2020,December ,1814.37,295.11,3974,45.66%
Age of Mythology: Extended Edition,2020,November ,1519.26,195.76,3462,43.88%
Age of Mythology: Extended Edition,2020,October ,1323.51,-53.31,2404,55.05%
Age of Mythology: Extended Edition,2020,September ,1376.81,-154.2,2364,58.24%
Age of Mythology: Extended Edition,2020,August ,1531.01,-383.31,2585,59.23%
Age of Mythology: Extended Edition,2020,July ,1914.32,305.52,3655,52.38%
Age of Mythology: Extended Edition,2020,June ,1608.81,-348.26,3564,45.14%
Age of Mythology: Extended Edition,2020,May ,1957.07,-919.89,3810,51.37%
Age of Mythology: Extended Edition,2020,April ,2876.96,1178.1,7104,40.50%
Age of Mythology: Extended Edition,2020,March ,1698.86,405.98,4160,40.84%
Age of Mythology: Extended Edition,2020,February ,1292.88,-198.18,2458,52.60%
Age of Mythology: Extended Edition,2020,January ,1491.07,-76.76,3156,47.25%
Age of Mythology: Extended Edition,2019,December ,1567.83,497.89,3335,47.01%
Age of Mythology: Extended Edition,2019,November ,1069.94,130.64,3028,35.33%
Age of Mythology: Extended Edition,2019,October ,939.3,-31.1,1693,55.48%
Age of Mythology: Extended Edition,2019,September ,970.4,-106.94,1881,51.59%
Age of Mythology: Extended Edition,2019,August ,1077.34,-224.66,1912,56.35%
Age of Mythology: Extended Edition,2019,July ,1302,245.79,2536,51.34%
Age of Mythology: Extended Edition,2019,June ,1056.2,60.6,2487,42.47%
Age of Mythology: Extended Edition,2019,May ,995.6,-2.62,1915,51.99%
Age of Mythology: Extended Edition,2019,April ,998.22,-90.05,1913,52.18%
Age of Mythology: Extended Edition,2019,March ,1088.28,-145.96,2058,52.88%
Age of Mythology: Extended Edition,2019,February ,1234.23,-133.84,2682,46.02%
Age of Mythology: Extended Edition,2019,January ,1368.07,-22.89,3214,42.57%
Age of Mythology: Extended Edition,2018,December ,1390.96,376.08,3252,42.77%
Age of Mythology: Extended Edition,2018,November ,1014.88,162.94,2811,36.10%
Age of Mythology: Extended Edition,2018,October ,851.93,-26.49,1627,52.36%
Age of Mythology: Extended Edition,2018,September ,878.42,-71.69,1613,54.46%
Age of Mythology: Extended Edition,2018,August ,950.11,-311.07,1651,57.55%
Age of Mythology: Extended Edition,2018,July ,1261.18,244.95,2503,50.39%
Age of Mythology: Extended Edition,2018,June ,1016.23,94.23,2415,42.08%
Age of Mythology: Extended Edition,2018,May ,922,-9.03,1628,56.63%
Age of Mythology: Extended Edition,2018,April ,931.03,-124.69,1703,54.67%
Age of Mythology: Extended Edition,2018,March ,1055.73,-153.63,2061,51.22%
Age of Mythology: Extended Edition,2018,February ,1209.35,-120.78,2841,42.57%
Age of Mythology: Extended Edition,2018,January ,1330.14,55.66,2952,45.06%
Age of Mythology: Extended Edition,2017,December ,1274.47,343.67,3000,42.48%
Age of Mythology: Extended Edition,2017,November ,930.8,114.99,2624,35.47%
Age of Mythology: Extended Edition,2017,October ,815.81,-65.65,1527,53.43%
Age of Mythology: Extended Edition,2017,September ,881.45,-62.74,1653,53.32%
Age of Mythology: Extended Edition,2017,August ,944.19,-340.63,1718,54.96%
Age of Mythology: Extended Edition,2017,July ,1284.82,287.88,2806,45.79%
Age of Mythology: Extended Edition,2017,June ,996.94,205.44,2615,38.12%
Age of Mythology: Extended Edition,2017,May ,791.51,-38.88,1394,56.78%
Age of Mythology: Extended Edition,2017,April ,830.39,11.57,1471,56.45%
Age of Mythology: Extended Edition,2017,March ,818.82,-102,1662,49.27%
Age of Mythology: Extended Edition,2017,February ,920.81,-292.75,1739,52.95%
Age of Mythology: Extended Edition,2017,January ,1213.56,-34.52,2922,41.53%
Age of Mythology: Extended Edition,2016,December ,1248.08,483.15,3039,41.07%
Age of Mythology: Extended Edition,2016,November ,764.93,74.54,1990,38.44%
Age of Mythology: Extended Edition,2016,October ,690.39,-13.66,1299,53.15%
Age of Mythology: Extended Edition,2016,September ,704.05,-93.82,1319,53.38%
Age of Mythology: Extended Edition,2016,August ,797.87,-490.31,1385,57.61%
Age of Mythology: Extended Edition,2016,July ,1288.18,378.24,3268,39.42%
Age of Mythology: Extended Edition,2016,June ,909.95,230.71,3191,28.52%
Age of Mythology: Extended Edition,2016,May ,679.24,-53.44,1380,49.22%
Age of Mythology: Extended Edition,2016,April ,732.68,-138.11,1413,51.85%
Age of Mythology: Extended Edition,2016,March ,870.79,-727.98,1772,49.14%
Age of Mythology: Extended Edition,2016,February ,1598.77,256.51,4103,38.97%
Age of Mythology: Extended Edition,2016,January ,1342.26,303.54,5309,25.28%
Age of Mythology: Extended Edition,2015,December ,1038.71,442.74,2543,40.85%
Age of Mythology: Extended Edition,2015,November ,595.98,88.89,2037,29.26%
Age of Mythology: Extended Edition,2015,October ,507.09,27.41,932,54.41%
Age of Mythology: Extended Edition,2015,September ,479.67,-61.58,965,49.71%
Age of Mythology: Extended Edition,2015,August ,541.25,-156.5,907,59.67%
Age of Mythology: Extended Edition,2015,July ,697.76,-283.13,1380,50.56%
Age of Mythology: Extended Edition,2015,June ,980.89,557.4,3473,28.24%
Age of Mythology: Extended Edition,2015,May ,423.49,-6.6,763,55.50%
Age of Mythology: Extended Edition,2015,April ,430.09,-49.44,815,52.77%
Age of Mythology: Extended Edition,2015,March ,479.53,-77.44,971,49.39%
Age of Mythology: Extended Edition,2015,February ,556.98,-327.03,1140,48.86%
Age of Mythology: Extended Edition,2015,January ,884,-62.9,2454,36.02%
Age of Mythology: Extended Edition,2014,December ,946.91,529.63,3292,28.76%
Age of Mythology: Extended Edition,2014,November ,417.27,64.47,1869,22.33%
Age of Mythology: Extended Edition,2014,October ,352.8,-217.64,734,48.07%
Age of Mythology: Extended Edition,2014,September ,570.44,21.67,2128,26.81%
Age of Mythology: Extended Edition,2014,August ,548.77,-305.96,2179,25.18%
Age of Mythology: Extended Edition,2014,July ,854.72,-22.14,2144,39.87%
Age of Mythology: Extended Edition,2014,June ,876.86,-714.64,2436,36.00%
Age of Mythology: Extended Edition,2014,May ,1591.5,1586.85,11010,14.46%
Age of Mythology: Extended Edition,2014,April ,4.65,NA,27,17.22%
BLEACH Brave Souls - 3D Action,2021,February ,1229.25,-533.41,2073,59.30%
BLEACH Brave Souls - 3D Action,2021,January ,1762.65,284.5,3217,54.79%
BLEACH Brave Souls - 3D Action,2020,December ,1478.16,47.94,3692,40.04%
BLEACH Brave Souls - 3D Action,2020,November ,1430.22,-192.43,2472,57.86%
BLEACH Brave Souls - 3D Action,2020,October ,1622.65,-373.93,2956,54.89%
BLEACH Brave Souls - 3D Action,2020,September ,1996.57,-531.85,3351,59.58%
BLEACH Brave Souls - 3D Action,2020,August ,2528.42,NA,3932,64.30%
Train Simulator,2021,February ,1348.19,-40.4,2964,45.49%
Train Simulator,2021,January ,1388.59,112.23,2950,47.07%
Train Simulator,2020,December ,1276.36,62.8,2886,44.23%
Train Simulator,2020,November ,1213.56,36.9,2651,45.78%
Train Simulator,2020,October ,1176.65,34.84,2449,48.05%
Train Simulator,2020,September ,1141.82,89.3,2410,47.38%
Train Simulator,2020,August ,1052.52,-87.12,2070,50.85%
Train Simulator,2020,July ,1139.64,-64.3,2161,52.74%
Train Simulator,2020,June ,1203.94,-195.31,2459,48.96%
Train Simulator,2020,May ,1399.25,-189.15,2780,50.33%
Train Simulator,2020,April ,1588.41,152.45,3306,48.05%
Train Simulator,2020,March ,1435.96,193.33,3260,44.05%
Train Simulator,2020,February ,1242.63,59.1,2843,43.71%
Train Simulator,2020,January ,1183.53,-21.14,2603,45.47%
Train Simulator,2019,December ,1204.67,129.09,2508,48.03%
Train Simulator,2019,November ,1075.58,33.12,2277,47.24%
Train Simulator,2019,October ,1042.46,-12.97,2293,45.46%
Train Simulator,2019,September ,1055.43,64.78,2349,44.93%
Train Simulator,2019,August ,990.66,-44.2,1859,53.29%
Train Simulator,2019,July ,1034.86,26.9,2007,51.56%
Train Simulator,2019,June ,1007.96,-42.73,1984,50.80%
Train Simulator,2019,May ,1050.69,-11.02,2353,44.65%
Train Simulator,2019,April ,1061.71,-107.43,2250,47.19%
Train Simulator,2019,March ,1169.14,-27.02,2623,44.57%
Train Simulator,2019,February ,1196.16,-83.07,2654,45.07%
Train Simulator,2019,January ,1279.24,10.56,2854,44.82%
Train Simulator,2018,December ,1268.68,84.5,2774,45.73%
Train Simulator,2018,November ,1184.18,-10.16,2560,46.26%
Train Simulator,2018,October ,1194.34,170.76,2788,42.84%
Train Simulator,2018,September ,1023.58,-13.54,2291,44.68%
Train Simulator,2018,August ,1037.12,28.87,2106,49.25%
Train Simulator,2018,July ,1008.25,-94.97,1874,53.80%
Train Simulator,2018,June ,1103.22,82.59,3125,35.30%
Train Simulator,2018,May ,1020.62,-135.57,1994,51.18%
Train Simulator,2018,April ,1156.19,-45.55,2571,44.97%
Train Simulator,2018,March ,1201.75,-35.68,2546,47.20%
Train Simulator,2018,February ,1237.42,-88.56,2679,46.19%
Train Simulator,2018,January ,1325.98,19.18,3033,43.72%
Train Simulator,2017,December ,1306.81,72.74,2841,46.00%
Train Simulator,2017,November ,1234.07,117.52,2816,43.82%
Train Simulator,2017,October ,1116.55,54.89,2575,43.36%
Train Simulator,2017,September ,1061.66,-51.42,2228,47.65%
Train Simulator,2017,August ,1113.08,13.42,2188,50.87%
Train Simulator,2017,July ,1099.66,13.73,2215,49.65%
Train Simulator,2017,June ,1085.93,57.32,2225,48.81%
Train Simulator,2017,May ,1028.61,-162.97,2161,47.60%
Train Simulator,2017,April ,1191.58,-10.6,2369,50.30%
Train Simulator,2017,March ,1202.18,-76.33,2788,43.12%
Train Simulator,2017,February ,1278.5,-127.77,2807,45.55%
Train Simulator,2017,January ,1406.27,46.93,3206,43.86%
Train Simulator,2016,December ,1359.34,137.19,2971,45.75%
Train Simulator,2016,November ,1222.14,-43.5,2775,44.04%
Train Simulator,2016,October ,1265.65,52.37,2738,46.23%
Train Simulator,2016,September ,1213.28,66.62,2871,42.26%
Train Simulator,2016,August ,1146.67,-41.41,2143,53.51%
Train Simulator,2016,July ,1188.07,73.68,2378,49.96%
Train Simulator,2016,June ,1114.4,-41.66,2233,49.91%
Train Simulator,2016,May ,1156.06,-56.3,2396,48.25%
Train Simulator,2016,April ,1212.36,-169.53,2545,47.64%
Train Simulator,2016,March ,1381.89,25.94,3031,45.59%
Train Simulator,2016,February ,1355.95,-113.97,2892,46.89%
Train Simulator,2016,January ,1469.91,38.74,3489,42.13%
Train Simulator,2015,December ,1431.17,225.27,3395,42.16%
Train Simulator,2015,November ,1205.91,-25.14,2991,40.32%
Train Simulator,2015,October ,1231.05,-2.2,2601,47.33%
Train Simulator,2015,September ,1233.25,103.88,2825,43.65%
Train Simulator,2015,August ,1129.37,23.88,2071,54.53%
Train Simulator,2015,July ,1105.48,-45.06,2116,52.24%
Train Simulator,2015,June ,1150.54,29.1,2499,46.04%
Train Simulator,2015,May ,1121.44,22.05,2189,51.23%
Train Simulator,2015,April ,1099.38,-159.81,2342,46.94%
Train Simulator,2015,March ,1259.19,20.73,2998,42.00%
Train Simulator,2015,February ,1238.46,-122.96,2743,45.15%
Train Simulator,2015,January ,1361.42,-163.36,3191,42.66%
Train Simulator,2014,December ,1524.78,385.21,3488,43.72%
Train Simulator,2014,November ,1139.57,-71.52,2665,42.76%
Train Simulator,2014,October ,1211.09,-50.38,2610,46.40%
Train Simulator,2014,September ,1261.47,180.62,3806,33.14%
Train Simulator,2014,August ,1080.85,-7.6,2113,51.15%
Train Simulator,2014,July ,1088.46,0.2,2212,49.21%
Train Simulator,2014,June ,1088.26,48.73,2900,37.53%
Train Simulator,2014,May ,1039.53,-34.34,2380,43.68%
Train Simulator,2014,April ,1073.86,-31.71,2205,48.70%
Train Simulator,2014,March ,1105.58,-79.34,2814,39.29%
Train Simulator,2014,February ,1184.92,-98.21,2486,47.66%
Train Simulator,2014,January ,1283.13,-136.37,2914,44.03%
Train Simulator,2013,December ,1419.5,351.14,3716,38.20%
Train Simulator,2013,November ,1068.36,-106.12,2804,38.10%
Train Simulator,2013,October ,1174.48,187.78,2517,46.66%
Train Simulator,2013,September ,986.7,139.63,3034,32.52%
Train Simulator,2013,August ,847.07,32.04,1623,52.19%
Train Simulator,2013,July ,815.03,128.16,2112,38.59%
Train Simulator,2013,June ,686.88,-65.72,1462,46.98%
Train Simulator,2013,May ,752.6,-68.44,1542,48.81%
Train Simulator,2013,April ,821.03,-90.22,1686,48.70%
Train Simulator,2013,March ,911.26,-27.83,2145,42.48%
Train Simulator,2013,February ,939.09,-90.85,2038,46.08%
Train Simulator,2013,January ,1029.95,5.19,2373,43.40%
